"tid","loc_name","loc_number","loc_type","address_1","country","region_code","hours_of_operation","state","city","postal_code","phone","latitude","longitude","services_included","contact","opening_date","RunDate","InsertUpdateTime","RunID"
24764,"Woodland Hills","1205","Warehouse","21800 VICTORY BLVD","US","LA","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","CA","WOODLAND HILLS","91367-2227","(818) 884-9099","34.187371","-118.603486","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Diesel","","1986-12-18","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24765,"White Marsh","208","Warehouse","9919 PULASKI HWY","US","NE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","MD","BALTIMORE","21220-1423","(410) 574-7563","39.359175","-76.447262","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1988-03-12","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24766,"Fresno","31","Warehouse","4500 W SHAW AVE","US","BA","Mon-Fri:09:00:00-20:30:00; Sat:09:30:00-19:00:00; Sun:10:00:00-19:00:00","CA","FRESNO","93722-6200","(559) 271-6511","36.8092","-119.8736","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1985-09-12","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24767,"S Edmonton","258","Warehouse","2616 91 ST NW","CA","WC","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-18:00:00; Sun:09:00:00-18:00:00","AB","EDMONTON","T6N 1N2","(780) 577-1201","53.4552","-113.4687","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Propane","","1990-04-19","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24768,"Sherwood Park","544","Warehouse","2201 BROADMOOR BLVD","CA","WC","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-18:00:00; Sun:09:00:00-18:00:00","AB","SHERWOOD PARK","T8H 0A1","(780) 410-2521","53.547","-113.3184","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2006-03-29","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24769,"Lancaster PA","317","Warehouse","1875 HEMPSTEAD RD","US","NE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","PA","LANCASTER","17601-5671","(717) 396-8460","40.051512","-76.256401","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Propane","","1996-05-24","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24770,"Simi Valley","128","Warehouse","2660 PARK CENTER DR","US","LA","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","CA","SIMI VALLEY","93065-6207","(805) 578-3301","34.282956","-118.79738","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Diesel","","1996-05-01","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24771,"E Edmonton","156","Warehouse","13650 50 ST NW","CA","WC","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-18:00:00; Sun:09:00:00-18:00:00","AB","EDMONTON","T5A 4Y3","(780) 478-0066","53.5958","-113.413626","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1992-11-24","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24772,"W Edmonton","1112","Warehouse","7259 WINTERBURN RD NW","CA","WC","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-18:00:00; Sun:09:00:00-18:00:00","AB","EDMONTON","T5T 4K2","(780) 341-2800","53.50688","-113.68897","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2012-10-19","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24773,"Westlake Village","117","Warehouse","5700 LINDERO CANYON RD","US","LA","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","CA","WESTLAKE VILLAGE","91362-4063","(818) 597-3901","34.1527","-118.797152","Food Court; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1996-08-08","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24774,"N Edmonton","154","Warehouse","12450 149 ST NW","CA","WC","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-18:00:00; Sun:09:00:00-18:00:00","AB","EDMONTON","T5V 1G9","(780) 455-7575","53.57972","-113.57966","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1985-11-14","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24775,"W Edmonton Bus Ctr","656","Warehouse","10310 186 STREET NW","CA","CB","Mon-Fri:07:00:00-18:00:00; Sat:07:00:00-18:00:00; Sun:09:00:00-18:00:00","AB","EDMONTON","T5S 2X6","(825) 525-5771","53.545089","-113.647162","","","2021-04-06","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24776,"St Albert","1157","Warehouse","1075 ST ALBERT TRAIL","CA","WC","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-18:00:00; Sun:09:00:00-18:00:00","AB","ST. ALBERT","T8N 4K6","(780) 544-2000","53.666463","-113.634302","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Propane","","2013-10-24","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24777,"Union Gap","1013","Warehouse","2310 LONGFIBRE RD","US","NW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","WA","UNION GAP","98903-1513","(509) 454-5242","46.565163","-120.496166","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1990-11-14","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24778,"Merced","142","Warehouse","1445 R ST","US","BA","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-19:00:00; Sun:10:00:00-18:00:00","CA","MERCED","95340-5850","(209) 725-5020","37.301896","-120.494021","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1993-12-02","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24779,"Oxnard","420","Warehouse","2001 E VENTURA BLVD","US","LA","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","CA","OXNARD","93036-1813","(805) 983-4200","34.2237","-119.15018","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Car Wash; Diesel","","1985-11-18","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24780,"Wilmington","635","Warehouse","5351 GINGERWOOD DR","US","SE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","NC","WILMINGTON","28405-3091","(910) 798-3250","34.247273","-77.873289","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Propane","","2006-07-28","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24781,"Bend","101","Warehouse","2500 NE HIGHWAY 20","US","NW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-19:00:00; Sun:10:00:00-18:00:00","OR","BEND","97701-6277","(541) 385-9640","44.05495","-121.269666","Food Court; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1993-08-17","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24782,"Wenatchee","112","Warehouse","375 HIGHLINE DR","US","NW","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","WA","EAST WENATCHEE","98802-5344","(509) 886-0593","47.401881","-120.28174","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1995-06-23","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24783,"Newport News","247","Warehouse","12121 JEFFERSON AVE","US","NE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","VA","NEWPORT NEWS","23602-6916","(757) 746-2003","37.106494","-76.495036","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1988-09-17","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24784,"Kanata","541","Warehouse","770 SILVER SEVEN RD","CA","EC","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-18:00:00; Sun:09:00:00-18:00:00","ON","KANATA","K2V 0A1","(613) 270-5550","45.3025","-75.912","Food Court; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Propane; Oil Change","","2005-11-16","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24785,"Folsom","765","Warehouse","1800 CAVITT DR","US","BA","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-19:00:00; Sun:09:00:00-19:00:00","CA","FOLSOM","95630-6235","(916) 850-1000","38.64604","-121.11105","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Diesel","","2003-05-23","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24786,"Allentown","1211","Warehouse","791 N KROCKS RD","US","NE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","PA","ALLENTOWN","18106-9046","(484) 273-7056","40.566948","-75.5581262","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2016-11-18","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24787,"Sanatoga","1081","Warehouse","14 W LIGHTCAP RD","US","NE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","PA","POTTSTOWN","19464-3413","(610) 569-4137","40.238733","-75.575648","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2011-08-17","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24788,"Christiana","246","Warehouse","900 CENTER BLVD","US","NE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-19:30:00; Sun:10:00:00-18:00:00","DE","NEWARK","19702-3221","(302) 894-0511","39.675369","-75.649492","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1998-10-01","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24789,"Barrhaven","1263","Warehouse","4315 STRANDHERD DR","CA","EC","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-18:00:00; Sun:09:00:00-18:00:00","ON","NEPEAN","K2J 6E5","(613) 714-0913","45.269149","-75.784349","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Propane","","2016-11-09","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24790,"Turlock","782","Warehouse","2955 N TEGNER RD","US","BA","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-19:00:00; Sun:09:00:00-19:00:00","CA","TURLOCK","95380-9401","(209) 656-5301","37.520322","-120.887638","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2004-08-26","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24791,"Roseville CA","29","Warehouse","6750 STANFORD RANCH RD","US","BA","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-19:00:00; Sun:09:00:00-19:00:00","CA","ROSEVILLE","95678-1907","(916) 789-1485","38.7818","-121.26572","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Diesel","","1995-11-10","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24792,"Nepean","540","Warehouse","1849 MERIVALE RD","CA","EC","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-18:00:00; Sun:09:00:00-18:00:00","ON","NEPEAN","K2G 1E3","(613) 727-4786","45.33514","-75.72421","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Propane; Oil Change","","1996-03-26","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24793,"Concordville","1114","Warehouse","700 EVERGREEN DR","US","NE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","PA","GLEN MILLS","19342-2102","(610) 387-2205","39.88263","-75.53044","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2012-11-10","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24794,"Rancho Cordova","438","Warehouse","11260 WHITE ROCK RD","US","BA","Mon-Fri:09:00:00-20:30:00; Sat:09:30:00-19:00:00; Sun:10:00:00-18:00:00","CA","RANCHO CORDOVA","95742-6571","(916) 724-2240","38.589992","-121.263768","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1990-06-23","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24795,"Citrus Heights","771","Warehouse","7000 AUBURN BLVD","US","BA","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-19:00:00; Sun:10:00:00-19:00:00","CA","CITRUS HEIGHTS","95621-4342","(916) 560-4003","38.692449","-121.296761","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2003-12-13","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24796,"Gatineau","542","Warehouse","1100 BOUL MALONEY OUEST","CA","EC","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-18:00:00; Sun:09:00:00-18:00:00","QC","GATINEAU","J8T 6G3","(819) 246-4005","45.4753","-75.701","Food Court; Optical Department; Pharmacy; Propane; Tire Service Centre; Oil Change","","1993-10-14","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24797,"Clearwater","336","Warehouse","2655 GULF TO BAY BLVD","US","SE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","FL","CLEARWATER","33759-4936","(727) 373-1951","27.960478","-82.728188","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2003-05-15","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24798,"Modesto","661","Warehouse","3801 PELANDALE AVE","US","BA","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-19:00:00; Sun:09:00:00-19:00:00","CA","MODESTO","95356-8300","(209) 342-4903","37.70012","-121.06609","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1989-08-10","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24799,"W Tampa","1262","Warehouse","8712 W LINEBAUGH AVE","US","SE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","FL","TAMPA","33625-3713","(813) 616-7001","28.04428","-82.58091","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2017-02-09","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24800,"Wesley Chapel","1249","Warehouse","2225 GRAND CYPRESS DR","US","SE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","FL","LUTZ","33559-6797","(813) 279-7031","28.190995","-82.393039","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2017-02-08","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24801,"King Of Prussia","245","Warehouse","201 ALLENDALE RD","US","NE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","PA","KING OF PRUSSIA","19406-1634","(610) 337-6601","40.09105","-75.38449","Food Court; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1997-10-11","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24802,"Gloucester Bus Ctr","802","Warehouse","1900 CYRVILLE RD","CA","CB","Mon-Fri:07:00:00-18:00:00; Sat:07:00:00-18:00:00; Sun:09:00:00-18:00:00","ON","GLOUCESTER","K1B 1A5","(343) 771-2100","45.41487","-75.601515","","","2021-03-04","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24803,"Gloucester","1362","Warehouse","1405 BLAIR TOWERS PLACE","CA","EC","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-18:00:00; Sun:09:00:00-18:00:00","ON","GLOUCESTER","K1J 1A5","(613) 691-7607","45.434987","-75.603444","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Propane; Oil Change","","1991-07-10","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24804,"Sacramento Bus Ctr","893","Warehouse","3360 EL CAMINO AVE","US","BD","Mon-Fri:07:00:00-18:00:00; Sat:07:00:00-16:00:00; Sun:00:00:00-00:00:00","CA","SACRAMENTO","95821-6308","(916) 426-4556","38.607497","-121.386672","","","2020-06-04","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24805,"Norfolk","202","Warehouse","850 GLENROCK RD","US","NE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","VA","NORFOLK","23502-3702","(757) 459-4471","36.851621","-76.20056","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1984-11-19","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24806,"Lodi","1091","Warehouse","2680 REYNOLDS RANCH PKWY","US","BA","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-19:00:00; Sun:09:00:00-19:00:00","CA","LODI","95240-6848","(209) 366-7300","38.099813","-121.266331","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2011-06-09","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24807,"Sacramento","464","Warehouse","7981 E STOCKTON BLVD","US","BA","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-19:00:00; Sun:09:00:00-19:00:00","CA","SACRAMENTO","95823-9606","(916) 682-3569","38.467519","-121.415378","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1982-12-01","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24808,"Stockton","38","Warehouse","1616 E HAMMER LN","US","BA","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-19:00:00; Sun:09:00:00-19:00:00","CA","STOCKTON","95210-4119","(209) 478-2040","38.020832","-121.292427","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1986-10-23","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24809,"Cal Expo (Sacramento)","471","Warehouse","1600 EXPO PKWY","US","BA","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-19:00:00; Sun:09:00:00-19:00:00","CA","SACRAMENTO","95815-4228","(916) 830-1078","38.5975","-121.4525","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1984-08-06","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24810,"Elk Grove","1274","Warehouse","7400 ELK GROVE BLVD","US","BA","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-19:00:00; Sun:09:00:00-19:00:00","CA","ELK GROVE","95757-6299","(916) 465-6050","38.4087315","-121.4095122","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Diesel","","2018-09-27","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24811,"Montgomeryville","248","Warehouse","740 UPPER STATE RD","US","NE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","PA","NORTH WALES","19454-1403","(215) 353-4153","40.23772","-75.23743","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1999-07-10","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24812,"Manteca","1031","Warehouse","2440 DANIELS ST","US","BA","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-19:00:00; Sun:10:00:00-18:00:00","CA","MANTECA","95337-6745","(209) 825-8200","37.786333","-121.256003","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2008-08-14","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24813,"Goleta","474","Warehouse","7095 MARKET PLACE DR","US","LA","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","CA","GOLETA","93117-5905","(805) 685-3199","34.42802","-119.87348","Food Court; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1998-11-24","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24814,"Kelowna","1578","Warehouse","2125 BARON ROAD","CA","WC","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-18:00:00; Sun:09:00:00-18:00:00","BC","KELOWNA","V1X 0B2","(250) 870-5200","49.87953","-119.43105","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1991-08-15","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24815,"Chico","1011","Warehouse","2100 DR MLK JR PKWY","US","BA","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-19:00:00; Sun:09:00:00-19:00:00","CA","CHICO","95928-4422","(530) 332-1742","39.723047","-121.810109","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1991-10-15","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24816,"Bucks County","1103","Warehouse","100 VETERANS WAY","US","NE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","PA","WARMINSTER","18974-3533","(215) 347-1950","40.196806","-75.08091","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2011-10-21","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24817,"Brandon","358","Warehouse","10921 CAUSEWAY BLVD","US","SE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","FL","BRANDON","33511-1997","(813) 952-0103","27.922973","-82.33153","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2000-11-28","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24818,"Woodland","1003","Warehouse","2299 BRONZE STAR DR","US","BA","Mon-Fri:09:00:00-20:30:00; Sat:09:30:00-19:00:00; Sun:10:00:00-18:00:00","CA","WOODLAND","95776-5409","(530) 406-2120","38.673269","-121.723721","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2008-02-22","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24819,"Tracy","658","Warehouse","3250 W GRANT LINE RD","US","BA","Mon-Fri:10:00:00-20:30:00; Sat:10:00:00-19:00:00; Sun:09:00:00-19:00:00","CA","TRACY","95304-8427","(209) 830-5340","37.75405","-121.475661","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2002-09-17","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24820,"Altamonte Springs","183","Warehouse","741 ORANGE AVE","US","SE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","FL","ALTAMONTE SPRINGS","32714-3031","(407) 786-7802","28.66183","-81.41494","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1985-06-20","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24821,"Cherry Hill","1415","Warehouse","650 GARDEN PARK BLVD","US","NE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","NJ","CHERRY HILL","08002-4250","(856) 406-7430","39.92369","-75.04084","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2020-10-21","2022-05-03 08:10:15","2022-05-03 08:10:37",46269
24822,"Santa Maria","1275","Warehouse","1700 S. BRADLEY RD.","US","LA","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","CA","SANTA MARIA","93454-8001","(805) 928-8459","34.924557","-120.419403","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Diesel","","1988-11-22","2022-05-03 08:10:15","2022-05-03 08:10:38",46269
24823,"Flemington","1236","Warehouse","2A WALTER E FORAN BLVD N","US","NE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","NJ","FLEMINGTON","08822-1613","(908) 905-7210","40.5220021","-74.8525651","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2016-11-17","2022-05-03 08:10:15","2022-05-03 08:10:38",46269
24824,"Mt Laurel","749","Warehouse","100 CENTERTON RD","US","NE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","NJ","MOUNT LAUREL","08054-6103","(856) 359-3650","39.971254","-74.91201","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2005-03-03","2022-05-03 08:10:15","2022-05-03 08:10:38",46269
24825,"S Orlando","1235","Warehouse","4696 GARDENS PARK BLVD","US","SE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","FL","ORLANDO","32839-2171","(407) 586-7221","28.496131","-81.4257567","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Propane","","1986-09-18","2022-05-03 08:10:15","2022-05-03 08:10:38",46269
24826,"E Orlando","185","Warehouse","3333 UNIVERSITY BLVD","US","SE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","FL","WINTER PARK","32792-7428","(407) 681-2119","28.597438","-81.301466","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center; Propane","","1999-12-08","2022-05-03 08:10:15","2022-05-03 08:10:38",46269
24827,"San Luis Obispo","741","Warehouse","1540 FROOM RANCH WAY","US","LA","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","CA","SAN LUIS OBISPO","93405-7211","(805) 541-7000","35.25182","-120.688876","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2005-09-17","2022-05-03 08:10:15","2022-05-03 08:10:38",46269
24828,"Bradenton","1364","Warehouse","805 LIGHTHOUSE DRIVE","US","SE","Mon-Fri:10:00:00-20:30:00; Sat:09:30:00-18:00:00; Sun:10:00:00-18:00:00","FL","BRADENTON","34212","(941) 213-0747","27.4959","-82.4713","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","2019-08-21","2022-05-03 08:10:15","2022-05-03 08:10:38",46269
24829,"Orlando Bus Ctr","651","Warehouse","2101 WATERBRIDGE BLVD","US","BD","Mon-Fri:07:00:00-18:00:00; Sat:07:00:00-16:00:00; Sun:00:00:00-00:00:00","FL","ORLANDO","32837-9283","(407) 586-7271","28.4034","-81.4069","Gas Station","","2016-08-26","2022-05-03 08:10:15","2022-05-03 08:10:38",46269
24830,"Redding","133","Warehouse","1300 DANA DR","US","BA","Mon-Fri:09:00:00-20:30:00; Sat:09:30:00-19:00:00; Sun:10:00:00-19:00:00","CA","REDDING","96003-4071","(530) 222-0199","40.58575","-122.34735","Food Court; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1990-04-05","2022-05-03 08:10:15","2022-05-03 08:10:38",46269
24831,"Antioch","1002","Warehouse","2201 VERNE ROBERTS CIR","US","BA","Mon-Fri:09:00:00-20:30:00; Sat:09:00:00-19:00:00; Sun:09:00:00-19:00:00","CA","ANTIOCH","94509-7911","(925) 757-7130","38.00997","-121.832833","Food Court; Gas Station; Hearing Aids; Optical Department; Pharmacy; Tire Service Center","","1991-08-29","2022-05-03 08:10:15","2022-05-03 08:10:38",46269
